Full_Date,Holidays_Count,Days,PM2.5,PM10,NO2,SO2,CO,Ozone,AQI,Weekday,IsWeekend,AQI_Category,PM2.5_PM10_Ratio,NO2_SO2_Ratio
2023-04-14,1,5,85.21,302.34,41.73,81.19,1.15,40.19,272,Friday,0,Poor,0.28183501085417045,0.5139794908265192
2023-04-15,0,6,84.88,305.15,41.54,89.77,1.19,56.8,279,Saturday,1,Poor,0.27815827369627155,0.46273805695242765
2023-04-16,1,7,66.54,248.59,48.11,65.77,1.29,32.27,222,Sunday,1,Poor,0.2676696460972024,0.7314884093829391
2023-04-17,0,1,56.33,263.11,33.76,58.44,0.93,43.69,223,Monday,0,Poor,0.21409295678260207,0.5776864172336725
2023-04-18,0,2,91.54,317.65,37.15,72.28,1.19,22.88,230,Tuesday,0,Poor,0.2881788040869258,0.5139733655266511
2023-04-19,0,3,86.63,239.58,14.69,54.2,0.53,61.89,241,Wednesday,0,Poor,0.36159110269675665,0.2710331603259851
2023-04-20,0,4,47.01,146.07,20.76,47.62,0.63,42.48,151,Thursday,0,Moderate,0.3218319763242297,0.4359511894264617
2023-04-21,0,5,39.82,159.12,19.52,49.52,0.59,76.06,122,Friday,0,Moderate,0.2502513668771137,0.39418408841193686
2023-04-22,1,6,35.33,150.97,12.71,46.52,0.48,104.03,143,Saturday,1,Moderate,0.23401998847320735,0.2732157624213752
2023-04-23,1,7,31.18,105.16,11.51,34.84,0.4,93.04,118,Sunday,1,Moderate,0.29650054236396517,0.3303672989760909
2023-04-24,0,1,47.13,208.59,28.26,63.03,0.78,71.98,176,Monday,0,Moderate,0.22594562414566258,0.4483578536636754
2023-04-25,0,2,40.55,169.15,25.81,48.7,0.82,91.36,198,Tuesday,0,Moderate,0.23972803785231817,0.5299793572937663
2023-04-26,0,3,65.63,283.41,51.43,61.84,1.46,88.84,234,Wednesday,0,Poor,0.23157262511652285,0.8316622199770018
2023-04-27,0,4,49.55,183.15,43.86,46.01,1.03,81.71,207,Thursday,0,Poor,0.270543255771594,0.9532708208496368
2023-04-28,0,5,44.65,176.63,31.18,43.46,0.99,66.13,128,Friday,0,Moderate,0.25278830024410914,0.7174411602758489
2023-04-29,0,6,58.27,243.75,27.85,17.6,0.83,39.22,209,Saturday,1,Poor,0.2390564004489682,1.5823854645537132
2023-04-30,1,7,29.51,108.49,24.61,13.49,0.59,65.07,130,Sunday,1,Moderate,0.2720066114843201,1.8243129545493295
2023-05-01,0,1,26.0,70.05,17.65,12.49,0.59,37.36,84,Monday,0,Satisfactory,0.37116340168973566,1.4131293729948975
2023-05-02,0,2,32.12,72.55,15.02,12.38,0.57,45.75,70,Tuesday,0,Satisfactory,0.4427290912847565,1.2132461928544485
2023-05-03,0,3,34.71,105.14,15.47,13.66,0.85,37.69,104,Wednesday,0,Moderate,0.3301312221674698,1.1325028312570782
2023-05-04,0,4,66.77,134.46,14.95,13.4,0.83,60.49,217,Thursday,0,Poor,0.496578871294149,1.1156708092008887
2023-05-05,1,5,49.72,213.66,21.39,17.75,1.23,38.94,165,Friday,0,Moderate,0.2327061577877863,1.2050697436226796
2023-05-06,0,6,78.99,257.23,17.76,18.95,0.97,31.1,236,Saturday,1,Poor,0.3070792556436164,0.9372026716608595
2023-05-07,1,7,50.26,211.98,19.32,19.63,0.78,50.99,192,Sunday,1,Moderate,0.23709782823389808,0.9842073437558106
2023-05-08,0,1,42.7,148.82,22.7,17.29,0.86,44.33,126,Monday,0,Moderate,0.2869237812845195,1.3128968693482537
2023-05-09,0,2,61.0,256.02,14.88,24.99,0.87,67.61,208,Tuesday,0,Poor,0.23826262642517673,0.5954379369996251
2023-05-10,0,3,69.17,224.55,24.71,28.89,0.73,70.35,184,Wednesday,0,Moderate,0.30803828510183545,0.8553129611239317
2023-05-11,0,4,107.38,316.22,56.76,34.72,1.97,54.94,221,Thursday,0,Poor,0.3395737037640344,1.634792155877835
2023-05-12,0,5,73.77,294.75,57.78,27.74,1.9,62.05,247,Friday,0,Poor,0.2502798897275695,2.0829120104859373
2023-05-13,0,6,82.57,329.11,65.13,30.11,1.99,78.84,287,Saturday,1,Poor,0.2508887529735118,2.1630680295356925
2023-05-14,1,7,71.19,272.4,48.18,28.33,1.6,73.43,254,Sunday,1,Poor,0.2613436027406901,1.700670066830192
2023-05-15,0,1,42.88,172.64,17.22,22.8,0.82,61.53,148,Monday,0,Moderate,0.24837811350914546,0.755262826639111
2023-05-16,0,2,168.21,522.8,15.03,25.12,0.87,60.99,270,Tuesday,0,Poor,0.3217482723460545,0.5983277872898936
2023-05-17,0,3,82.12,337.5,25.86,29.18,1.06,49.67,363,Wednesday,0,Very Poor,0.24331851130908116,0.8862231370037228
2023-05-18,0,4,41.0,116.13,14.55,19.14,0.8,100.25,251,Thursday,0,Poor,0.3530525830489466,0.7601876906020426
2023-05-19,0,5,56.72,160.09,13.34,22.65,0.86,71.15,198,Friday,0,Moderate,0.35430068372161383,0.5889622123787143
2023-05-20,0,6,67.76,226.87,14.89,20.31,1.09,19.41,187,Saturday,1,Moderate,0.2986732358322724,0.7331360250438085
2023-05-21,1,7,71.94,263.68,27.99,18.7,1.73,9.38,233,Sunday,1,Poor,0.27283069353645734,1.4967906434274634
2023-05-22,0,1,69.33,252.19,28.79,13.44,1.12,32.49,182,Monday,0,Moderate,0.27491176196868383,2.142111501405133
2023-05-23,0,2,64.81,244.39,23.76,21.24,0.9,46.47,216,Tuesday,0,Poor,0.265190872572901,1.1186435411282765
2023-05-24,0,3,33.53,116.51,22.18,22.08,0.79,46.42,148,Wednesday,0,Moderate,0.28778643139761123,1.0045285305577307
2023-05-25,0,4,31.29,118.29,21.04,21.53,0.76,47.24,80,Thursday,0,Satisfactory,0.26451937910902196,0.9772406050902902
2023-05-26,1,5,28.98,55.16,24.39,17.12,0.83,52.05,85,Friday,0,Satisfactory,0.5253806154132314,1.4246487005556656
2023-05-27,0,6,23.45,59.37,27.6,7.1,0.94,44.46,48,Saturday,1,Good,0.3949805634191404,3.887318468565538
2023-05-28,1,7,62.5,198.44,28.48,7.18,1.49,27.44,115,Sunday,1,Moderate,0.31495664609168283,3.9665682916876164
2023-05-29,0,1,35.89,98.5,23.58,10.2,0.99,35.94,98,Monday,0,Satisfactory,0.36436544524208675,2.311762439448589
2023-05-30,0,2,28.55,102.42,21.73,10.6,0.84,36.17,102,Tuesday,0,Moderate,0.27875412236339364,2.0499980660395605
2023-05-31,0,3,29.05,69.88,18.33,9.76,0.85,26.81,81,Wednesday,0,Satisfactory,0.4157125907680895,1.8780718462378625
2023-06-01,0,4,37.58,101.11,20.96,9.46,0.98,28.73,82,Thursday,0,Satisfactory,0.3716743772451412,2.2156424781791983
2023-06-02,0,5,29.68,83.31,18.62,8.55,0.8,34.12,84,Friday,0,Satisfactory,0.35625970996762574,2.177775230672245
2023-06-03,0,6,39.18,127.29,21.02,8.05,0.93,31.07,100,Saturday,1,Satisfactory,0.3078010599574939,2.611176880525614
2023-06-04,1,7,56.64,191.71,23.07,7.57,1.06,33.35,152,Sunday,1,Moderate,0.2954462315243737,3.0475521168400044
2023-06-05,0,1,48.77,171.74,21.17,7.14,1.0,35.29,148,Monday,0,Moderate,0.28397576080262255,2.964981841762127
2023-06-06,0,2,79.25,115.53,21.95,6.83,0.92,38.8,124,Tuesday,0,Moderate,0.6859689530019083,3.2137581057714413
2023-06-07,0,3,67.28,215.29,21.66,6.65,0.84,38.23,187,Wednesday,0,Moderate,0.31250869466725373,3.2571379591910388
2023-06-08,0,4,48.02,148.28,23.67,8.29,0.87,45.64,139,Thursday,0,Moderate,0.32384675452881345,2.8552438416841484
2023-06-09,0,5,49.97,163.69,22.1,8.79,0.79,38.02,144,Friday,0,Moderate,0.30527214214233356,2.5142178450308936
2023-06-10,0,6,45.11,162.95,19.91,8.43,0.65,30.57,136,Saturday,1,Moderate,0.2768333674849115,2.3618002825619424
2023-06-11,1,7,36.78,89.39,20.05,8.0,0.66,31.7,117,Sunday,1,Moderate,0.4114553740401192,2.5062468671914164
2023-06-12,0,1,73.19,220.74,29.11,7.63,0.63,44.11,176,Monday,0,Moderate,0.3315665338603545,3.8151981452186825
2023-06-13,0,2,71.3,273.53,31.54,7.15,0.68,30.65,201,Tuesday,0,Poor,0.26066609656468775,4.411182641702599
2023-06-14,0,3,64.72,234.09,28.56,7.12,0.58,29.55,214,Wednesday,0,Poor,0.2764748482859221,4.011230321305728
2023-06-15,0,4,45.3,153.82,29.78,7.04,0.61,33.3,163,Thursday,0,Moderate,0.2945000458652941,4.230107627688029
2023-06-16,0,5,45.95,145.41,33.15,7.61,0.71,28.75,121,Friday,0,Moderate,0.31600300419482813,4.356104656892698
2023-06-17,0,6,46.18,138.89,32.35,9.64,0.8,32.78,138,Saturday,1,Moderate,0.33249331611395233,3.355805647504515
2023-06-18,1,7,28.83,73.73,29.92,13.54,0.64,36.03,78,Sunday,1,Satisfactory,0.39102124087600143,2.20974726015712
2023-06-19,0,1,23.99,61.81,31.49,16.07,0.65,28.74,62,Monday,0,Satisfactory,0.3881248360904649,1.9595507407898314
2023-06-20,0,2,43.29,115.21,28.66,15.52,0.74,28.51,112,Tuesday,0,Moderate,0.37574860031693424,1.8466482946853773
2023-06-21,0,3,35.0,103.61,12.09,15.18,0.48,29.35,79,Wednesday,0,Satisfactory,0.33780519855176155,0.796442163081579
2023-06-22,0,4,37.45,110.2,12.64,15.26,0.55,24.4,105,Thursday,0,Moderate,0.33983662977889023,0.8283087625761714
2023-06-23,0,5,46.09,135.16,12.48,15.29,0.57,24.79,114,Friday,0,Moderate,0.34100323017140943,0.8162192176460317
2023-06-24,0,6,50.58,140.16,15.46,15.37,0.73,23.16,143,Saturday,1,Moderate,0.3608732619239967,1.005854908357249
2023-06-25,1,7,20.11,39.07,9.69,15.3,0.44,27.24,67,Sunday,1,Satisfactory,0.5147170425602655,0.6333329193902487
2023-06-26,0,1,42.97,99.74,12.83,15.42,0.73,31.4,84,Monday,0,Satisfactory,0.43082008914978054,0.8320357768898983
2023-06-27,0,2,30.14,66.67,11.47,15.37,0.54,40.23,69,Tuesday,0,Satisfactory,0.4520773283219846,0.7462584604694468
2023-06-28,0,3,34.89,94.81,17.02,15.5,0.58,46.23,79,Wednesday,0,Satisfactory,0.3679991173927732,1.0980638077007692
2023-06-29,1,4,39.48,93.39,17.74,15.72,0.74,26.77,106,Thursday,0,Moderate,0.4227432891376711,1.1284980098613167
2023-06-30,0,5,26.18,55.64,11.83,15.76,0.69,30.35,58,Friday,0,Satisfactory,0.4705247177345942,0.750634041475862
2023-07-01,0,6,24.95,43.38,8.89,14.17,0.46,48.07,45,Saturday,1,Good,0.5751497060512434,0.6273813497661611
2023-07-02,1,7,30.41,63.61,10.87,6.38,0.55,51.87,43,Sunday,1,Good,0.4780694107735559,1.703759085017108
2023-07-03,0,1,45.55,117.32,17.77,6.1,0.71,64.58,99,Monday,0,Satisfactory,0.3882543139912791,2.913109978508232
2023-07-04,0,2,47.58,116.78,18.27,8.41,0.76,43.52,118,Tuesday,0,Moderate,0.4074327446966308,2.17241120997478
2023-07-05,0,3,28.73,59.63,5.55,7.88,0.54,42.99,79,Wednesday,0,Satisfactory,0.48180438004286763,0.7043138270129099
2023-07-06,0,4,30.08,57.43,4.49,6.45,0.52,36.88,58,Thursday,0,Satisfactory,0.5237679742698982,0.6961229517473617
2023-07-07,0,5,28.46,68.23,6.27,4.76,0.53,40.28,60,Friday,0,Satisfactory,0.41711850841000897,1.3172241234787323
2023-07-08,0,6,27.75,50.73,6.2,3.07,0.56,35.01,62,Saturday,1,Satisfactory,0.5470134935908745,2.0195373956436624
2023-07-09,1,7,25.67,39.88,5.63,1.21,0.6,31.71,44,Sunday,1,Good,0.6436808817249544,4.65285410864373
2023-07-10,0,1,27.78,41.73,19.59,25.26,0.55,37.77,45,Monday,0,Good,0.6657079641246192,0.7755341347845863
2023-07-11,0,2,30.79,57.18,24.41,5.37,0.43,40.15,48,Tuesday,0,Good,0.5384748970837885,4.545615371293536
2023-07-12,0,3,31.58,58.34,21.17,3.64,0.52,36.93,62,Wednesday,0,Satisfactory,0.5413094718358806,5.815918088137121
2023-07-13,0,4,37.13,80.28,17.46,2.59,0.59,36.34,72,Thursday,0,Satisfactory,0.46250617058966487,6.741286713178714
2023-07-14,0,5,46.84,96.11,19.38,2.18,0.73,38.08,79,Friday,0,Satisfactory,0.4873581846469478,8.88986747767212
2023-07-15,0,6,40.98,105.56,17.78,1.94,0.63,33.56,107,Saturday,1,Moderate,0.3882151962660859,9.164901211849424
2023-07-16,1,7,33.35,69.4,16.93,1.84,0.53,33.13,75,Sunday,1,Satisfactory,0.4805474811891237,9.201036950886136
2023-07-17,0,1,56.03,125.67,18.1,2.32,0.66,48.86,91,Monday,0,Satisfactory,0.4458502072212774,7.8016905099547
2023-07-18,0,2,38.63,85.63,17.51,2.73,0.66,34.37,108,Tuesday,0,Moderate,0.45112688880919205,6.413895919795166
2023-07-19,0,3,40.82,90.39,13.99,4.04,0.54,29.94,81,Wednesday,0,Satisfactory,0.451598578205711,3.462862715686348
2023-07-20,0,4,53.38,115.11,19.04,10.5,1.1,48.1,103,Thursday,0,Moderate,0.46373030460165887,1.813331606350851
2023-07-21,0,5,56.25,141.47,38.29,17.18,0.76,38.59,125,Friday,0,Moderate,0.3976107727708509,2.228753068246177
2023-07-22,0,6,42.61,98.1,29.04,16.83,0.55,29.92,108,Saturday,1,Moderate,0.43435265704865883,1.7254891708323408
2023-07-23,1,7,36.79,80.63,27.25,16.63,0.46,30.16,79,Sunday,1,Satisfactory,0.4562817243852506,1.6386039455177719
2023-07-24,0,1,37.39,83.1,29.78,16.51,0.49,30.28,80,Monday,0,Satisfactory,0.4499397773839017,1.8037542072960586
2023-07-25,0,2,42.83,103.48,32.36,16.3,0.61,31.02,99,Tuesday,0,Satisfactory,0.4138963651047192,1.9852748556595976
2023-07-26,0,3,33.28,68.32,29.16,15.98,0.61,29.54,70,Wednesday,0,Satisfactory,0.487119366639437,1.8247798343054855
2023-07-27,0,4,42.24,103.8,35.67,15.94,0.76,29.78,105,Thursday,0,Moderate,0.40693637698108126,2.237765220975395
2023-07-28,0,5,38.45,82.74,28.83,15.72,0.64,30.59,80,Friday,0,Satisfactory,0.46470866996511123,1.8339682990023543
2023-07-29,1,6,24.63,47.67,28.39,15.56,0.52,31.06,55,Saturday,1,Satisfactory,0.5166770470574685,1.8245489559454011
2023-07-30,1,7,26.99,66.07,23.48,15.51,0.4,30.63,60,Sunday,1,Satisfactory,0.408506068032985,1.513861048445488
2023-07-31,0,1,36.02,105.12,31.23,15.43,0.52,29.79,94,Monday,0,Satisfactory,0.3426559795799106,2.023977949463416
2023-08-01,0,2,28.74,96.92,50.23,15.36,0.38,30.67,88,Tuesday,0,Satisfactory,0.2965331926812636,3.2701801626431233
2023-08-02,0,3,26.34,90.1,31.07,15.18,0.36,30.51,94,Wednesday,0,Satisfactory,0.2923418099509645,2.0467707201773915
2023-08-03,0,4,29.15,93.59,25.35,17.69,0.35,29.92,85,Thursday,0,Satisfactory,0.3114648668164476,1.4330121916267995
2023-08-04,0,5,29.34,87.98,26.31,19.08,0.37,27.78,96,Friday,0,Satisfactory,0.3334848450233183,1.3789300949003696
2023-08-05,0,6,27.45,72.29,34.25,14.14,0.55,31.76,73,Saturday,1,Satisfactory,0.379720517399292,2.4222047933488025
2023-08-06,1,7,29.25,95.13,28.46,13.56,0.41,30.53,83,Sunday,1,Satisfactory,0.30747395064922206,2.0988185111957884
2023-08-07,0,1,33.46,120.35,25.3,14.55,0.32,30.15,104,Monday,0,Moderate,0.2780224114646937,1.7388304200478213
2023-08-08,0,2,36.64,138.73,26.09,16.3,0.33,30.08,124,Tuesday,0,Moderate,0.26411012296474284,1.6006125149616472
2023-08-09,0,3,40.83,147.91,26.31,23.43,0.37,30.36,127,Wednesday,0,Moderate,0.27604622567465176,1.12291885492153
2023-08-10,0,4,39.45,139.04,29.01,21.34,0.39,30.48,137,Thursday,0,Moderate,0.2837312799387745,1.359418294555626
2023-08-11,0,5,40.58,144.95,26.44,19.96,0.37,32.16,124,Friday,0,Moderate,0.2799585871018567,1.3246486349455737
2023-08-12,0,6,38.53,143.33,23.18,19.84,0.32,32.59,128,Saturday,1,Moderate,0.2688201863657164,1.1683461853093824
2023-08-13,1,7,34.1,116.78,22.18,19.76,0.34,32.62,119,Sunday,1,Moderate,0.2920020301419738,1.1224690675763827
2023-08-14,0,1,32.64,115.39,34.87,19.79,0.46,32.34,112,Monday,0,Moderate,0.2828667750353778,1.7620001202626983
2023-08-15,1,2,31.18,83.38,35.54,19.56,0.58,31.71,94,Tuesday,0,Satisfactory,0.37395054282195456,1.8169724862103855
2023-08-16,0,3,35.68,115.67,43.32,19.71,0.69,25.42,63,Wednesday,0,Satisfactory,0.3084637063660667,2.1978679868757043
2023-08-17,0,4,41.03,143.77,31.19,19.7,0.4,18.67,68,Thursday,0,Satisfactory,0.2853863611750462,1.5832479272853162
2023-08-18,0,5,45.93,170.92,30.83,19.69,0.4,19.17,140,Friday,0,Moderate,0.2687221934985845,1.56576863089455
2023-08-19,0,6,39.61,103.19,38.39,19.49,0.63,19.69,111,Saturday,1,Moderate,0.3838549875128416,1.9697270550399926
2023-08-20,1,7,34.33,79.69,37.0,19.75,0.6,19.63,90,Sunday,1,Satisfactory,0.43079427396231973,1.8734167729535327
2023-08-21,0,1,30.02,86.38,34.8,19.86,0.58,19.26,77,Monday,0,Satisfactory,0.34753411119077204,1.7522649787185403
2023-08-22,0,2,29.66,85.73,26.72,20.11,0.57,19.26,86,Tuesday,0,Satisfactory,0.3459698651615694,1.3286915322269854
2023-08-23,0,3,25.07,65.15,32.9,19.35,0.68,18.36,65,Wednesday,0,Satisfactory,0.384804238710017,1.70025751924676
2023-08-24,0,4,32.52,109.25,25.51,18.58,0.49,41.26,87,Thursday,0,Satisfactory,0.2976658766438557,1.3729809617971145
2023-08-25,0,5,37.9,133.3,18.93,18.61,0.37,57.03,115,Friday,0,Moderate,0.2843210589406557,1.017194509836373
2023-08-26,0,6,48.82,193.47,19.24,18.75,0.37,58.08,158,Saturday,1,Moderate,0.2523388508637592,1.026132786062514
2023-08-27,1,7,54.27,211.46,14.94,18.75,0.32,57.6,186,Sunday,1,Moderate,0.2566442704698633,0.7967995750402266
2023-08-28,0,1,48.52,192.15,20.18,18.74,0.38,47.51,150,Monday,0,Moderate,0.25251104592708584,1.076840407235642
2023-08-29,0,2,45.46,170.27,20.71,18.73,0.4,26.73,150,Tuesday,0,Moderate,0.2669877096970864,1.1057121699347732
2023-08-30,0,3,41.92,156.7,21.7,18.72,0.48,9.59,148,Wednesday,0,Moderate,0.2675175323856074,1.1591874149639878
2023-08-31,0,4,49.55,158.37,15.03,18.97,0.5,26.31,137,Thursday,0,Moderate,0.3128748934220563,0.792303219660928
2023-09-01,0,5,43.0,157.52,25.79,18.87,0.43,37.99,140,Friday,0,Moderate,0.2729811914054601,1.3667189365559425
2023-09-02,0,6,41.75,150.09,19.61,18.97,0.39,41.76,131,Saturday,1,Moderate,0.2781664149399417,1.0337369352994543
2023-09-03,1,7,41.35,158.99,24.2,18.96,0.41,42.29,137,Sunday,1,Moderate,0.26007923390909904,1.2763706348256145
2023-09-04,0,1,43.92,158.08,25.05,18.96,0.43,44.72,143,Monday,0,Moderate,0.2778339905216352,1.3212018348091588
2023-09-05,0,2,33.91,105.78,22.64,19.07,0.49,63.02,103,Tuesday,0,Moderate,0.3205709661021964,1.1872044115341314
2023-09-06,0,3,35.52,115.27,44.79,19.12,0.7,54.67,112,Wednesday,0,Moderate,0.30814606505195935,2.3425719965627634
2023-09-07,1,4,28.59,96.11,31.13,19.16,0.6,53.47,99,Thursday,0,Satisfactory,0.2974716161199026,1.6247381916815282
2023-09-08,0,5,21.6,66.25,30.29,19.27,0.59,44.78,76,Friday,0,Satisfactory,0.3260376866358209,1.5718725625985663
2023-09-09,0,6,8.96,22.01,9.82,19.04,0.36,34.3,36,Saturday,1,Good,0.4070875024591084,0.5157560316407397
2023-09-10,1,7,4.55,9.69,5.14,18.97,0.32,33.06,34,Sunday,1,Good,0.469555758972385,0.27095399527991815
2023-09-11,0,1,17.77,49.07,25.09,19.18,0.53,42.76,42,Monday,0,Good,0.3621356506754329,1.30813279033744
2023-09-12,0,2,27.45,86.11,46.77,19.75,0.86,46.98,83,Tuesday,0,Satisfactory,0.3187782697969725,2.3681000667847765
2023-09-13,0,3,34.61,113.58,50.84,20.14,0.94,65.99,84,Wednesday,0,Satisfactory,0.3047191138651951,2.52432843876443
2023-09-14,0,4,33.82,101.62,47.74,20.25,0.88,64.67,104,Thursday,0,Moderate,0.33280846951304177,2.3575296999853337
2023-09-15,0,5,22.74,63.34,25.52,20.06,0.62,53.99,76,Friday,0,Satisfactory,0.3590147838625222,1.2721828154622057
2023-09-16,0,6,22.31,54.13,18.47,19.33,0.61,44.78,70,Saturday,1,Satisfactory,0.4121558447892398,0.9555090763015643
2023-09-17,1,7,19.48,48.5,17.27,18.78,0.5,42.02,42,Sunday,1,Good,0.4016494017217728,0.9195948244968986
2023-09-18,0,1,16.52,45.2,22.01,18.85,0.51,36.58,48,Monday,0,Good,0.3654866448038396,1.1676386378574866
2023-09-19,0,2,18.45,58.76,31.49,18.98,0.59,40.67,48,Tuesday,0,Good,0.3139890548010458,1.6591139836069633
2023-09-20,0,3,29.74,97.33,30.28,19.12,0.75,56.04,83,Wednesday,0,Satisfactory,0.3055583781405139,1.5836811800830648
2023-09-21,0,4,35.42,108.59,29.36,19.18,0.64,61.19,103,Thursday,0,Moderate,0.3261810179407848,1.5307604114909221
2023-09-22,0,5,40.27,109.3,28.37,19.5,0.67,64.54,102,Friday,0,Moderate,0.3684354649189877,1.4548710487840777
2023-09-23,0,6,27.91,84.43,28.2,19.09,0.74,57.82,92,Saturday,1,Satisfactory,0.33056966355920125,1.4772124268138151
2023-09-24,1,7,40.25,122.12,28.2,19.27,0.98,52.99,106,Sunday,1,Moderate,0.3295938151331628,1.4634138747203556
2023-09-25,0,1,41.91,129.0,28.2,19.36,0.76,71.91,103,Monday,0,Moderate,0.3248836957454499,1.456610817866313
2023-09-26,0,2,48.27,139.56,28.26,19.3,0.69,76.92,128,Tuesday,0,Moderate,0.34587271812319303,1.4642479459855202
2023-09-27,0,3,39.5,123.55,28.34,19.14,0.59,60.1,111,Wednesday,0,Moderate,0.31970859411504704,1.4806679829320883
2023-09-28,1,4,46.77,149.57,28.55,19.19,0.69,62.33,130,Thursday,0,Moderate,0.3126963754298071,1.4877532632864703
2023-09-29,0,5,50.42,158.75,28.12,19.44,0.69,70.26,141,Friday,0,Moderate,0.3176062792059037,1.4465013135281308
2023-09-30,0,6,51.66,162.72,28.15,19.47,0.67,70.28,145,Saturday,1,Moderate,0.31747785659551025,1.445813330347545
2023-10-01,1,7,52.35,164.61,28.14,19.29,0.65,70.11,140,Sunday,1,Moderate,0.31802440203970583,1.4587861799967965
2023-10-02,1,1,49.14,147.68,28.03,19.22,0.64,59.7,135,Monday,0,Moderate,0.3327464563416538,1.4583759321665286
2023-10-03,0,2,80.25,190.5,28.04,19.25,0.67,59.41,157,Tuesday,0,Moderate,0.42125982040630866,1.4566226199363013
2023-10-04,0,3,67.47,213.4,27.98,19.32,0.71,76.76,178,Wednesday,0,Moderate,0.31616680805216457,1.448239416025147
2023-10-05,0,4,62.15,202.03,28.15,19.48,0.84,73.09,171,Thursday,0,Moderate,0.307627564835541,1.4450711267602019
2023-10-06,0,5,77.25,243.12,28.33,19.49,1.14,65.62,192,Friday,0,Moderate,0.3177443107212771,1.4535651854462877
2023-10-07,0,6,49.3,237.25,28.03,19.79,1.35,64.24,215,Saturday,1,Poor,0.20779767301168922,1.4163711893020774
2023-10-08,1,7,54.65,199.79,28.07,19.77,0.97,63.94,178,Sunday,1,Moderate,0.2735372003835427,1.419827304083306
2023-10-09,0,1,58.12,215.52,28.23,19.87,1.03,63.36,170,Monday,0,Moderate,0.26967333566846063,1.4207340610296624
2023-10-10,0,2,76.83,249.3,28.16,21.35,1.13,45.64,205,Tuesday,0,Poor,0.3081828997921019,1.318968937251083
2023-10-11,0,3,61.42,182.46,28.23,21.72,0.62,17.97,176,Wednesday,0,Moderate,0.33662170686058823,1.2997231585068332
2023-10-12,0,4,94.16,260.3,27.8,22.43,0.84,24.91,210,Thursday,0,Poor,0.36173644403624877,1.2394109498836603
2023-10-13,0,5,117.87,342.32,186.28,23.87,1.05,35.52,283,Friday,0,Poor,0.3443269354893978,7.803934728137944
2023-10-14,0,6,79.68,278.84,405.7,22.59,0.87,16.03,340,Saturday,1,Very Poor,0.285755261592481,17.959266064955262
2023-10-15,1,7,65.83,234.15,433.98,21.84,0.73,15.81,414,Sunday,1,Severe,0.28114455344247047,19.870870022495414
2023-10-16,0,1,47.14,171.28,273.28,20.99,0.5,9.9,403,Monday,0,Severe,0.2752218428758849,13.019526908276841
2023-10-17,0,2,34.86,82.86,54.22,20.09,0.47,6.3,65,Tuesday,0,Satisfactory,0.4207095799288462,2.6988538084351377
2023-10-18,0,3,33.47,100.45,71.6,21.29,0.44,5.47,106,Wednesday,0,Moderate,0.33320056414130766,3.363079679154683
2023-10-19,0,4,39.55,115.45,54.33,20.38,0.46,10.73,99,Thursday,0,Satisfactory,0.3425725125532687,2.6658475633721475
2023-10-20,0,5,58.73,179.71,45.91,19.83,0.66,14.48,159,Friday,0,Moderate,0.32680427762482456,2.315177854171531
2023-10-21,0,6,78.96,236.51,42.05,20.0,0.88,11.34,159,Saturday,1,Moderate,0.3338547911777603,2.1024989487505255
2023-10-22,1,7,90.63,235.77,37.96,20.2,1.08,18.44,219,Sunday,1,Poor,0.38440003459303407,1.879206990491589
2023-10-23,0,1,78.33,217.91,26.18,20.11,0.85,15.02,193,Monday,0,Moderate,0.3594603111623922,1.3018392332972486
2023-10-24,1,2,55.32,185.48,13.61,20.11,0.66,15.61,157,Tuesday,0,Moderate,0.29825316485587855,0.676777385988371
2023-10-25,0,3,68.92,231.22,14.85,20.19,0.76,20.7,171,Wednesday,0,Moderate,0.2980710882245875,0.7355122657195315
2023-10-26,0,4,64.53,210.26,14.65,20.25,0.78,15.9,193,Thursday,0,Moderate,0.3069057211592447,0.7234564328610208
2023-10-27,0,5,87.06,262.27,5.8,20.46,0.97,20.71,165,Friday,0,Moderate,0.3319479798700584,0.2834798223461279
2023-10-28,0,6,103.13,304.69,20.05,18.86,1.28,19.16,217,Saturday,1,Poor,0.33847516037693526,1.0630959368526316
2023-10-29,1,7,124.77,419.6,24.86,18.21,2.51,24.85,330,Sunday,1,Very Poor,0.2973546163642846,1.3651832151657248
2023-10-30,0,1,123.28,400.75,19.94,18.12,1.64,23.62,355,Monday,0,Very Poor,0.30762319881164824,1.1004408937964163
2023-10-31,0,2,126.34,420.52,21.21,18.38,1.91,22.56,356,Tuesday,0,Very Poor,0.30043754636075465,1.1539710805380412
2023-11-01,0,3,117.48,390.78,58.91,18.69,1.57,15.06,376,Wednesday,0,Very Poor,0.30062950251728593,3.1519512295606047
2023-11-02,0,4,163.13,544.57,78.11,19.63,1.96,13.2,372,Thursday,0,Very Poor,0.29955744349564895,3.9791115745738286
2023-11-03,0,5,157.29,524.92,80.64,19.63,2.27,11.8,459,Friday,0,Severe,0.2996456545826859,4.1079958695894705
2023-11-04,0,6,161.2,510.58,72.08,19.7,1.94,12.32,383,Saturday,1,Very Poor,0.31571937177877374,3.658881391430766
2023-11-05,1,7,175.54,546.97,61.76,19.46,1.95,10.8,426,Sunday,1,Severe,0.3209316722867493,3.173687988855093
2023-11-06,0,1,136.4,501.76,70.39,19.69,2.6,14.8,399,Monday,0,Very Poor,0.2718431068271065,3.574909306800758
